chatId,authorName,avatar,content,attachments,date,referenceMessage,referenceMessageDate,referenceMessageAuthor
1346710276677828670,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"我こそはThreads×楽天アフィをやってみたいって方こちらにメッセージお願いします🙋‍♀️

とりあえず3月中に01達成を目指して並走します！

ただ基本はわたしの別アカウントを参考にしてTTPしてもらう形にはなるかもしれません…

質問などはOKだし、アドバイスもします！

ジャンルはママ垢ですが、美容、旅行、便利グッズ、など楽天に商品があり需要があるものなら何でもいけると思います。
得意なものや興味があるものを選んでください！

向いてると感じたら
ガチで月5万〜10万目指して、コミュニティ作るなりnote書くなりしたら売り上げ伸ばせます✔︎

それかつきのわハウスの楽天部門大臣になってもらいます🥹（PARKはアフィもできるので要相談！）

思いつきな部分もあるのでみなさんのペースや需要に合わせて対応していきます。

質問ありますか？",,2025/03/05 14:05,,,
1346714063874556006,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"メモ
・楽天スパセは3ヶ月に1回しかない。
・月に1-2回、楽天お買い物マラソンがあるけど
そこで同じように再現できるのか？（お買い得さ、お祭り度合いが違うので）
・楽天マラソンでもやってみないと安定は見込めないかも
・結構、商品探すのがめんどくさかったり
・アフィリンクにする作業がチマチマして時間かかったり…

・3日前から仕込み始めて作業時間は1-2時間くらい
・慣れてない方はもっとかかるかも💦

・他のママアカに投稿マネされてたけど、全然表示回数伸びてなかったから再現性があるかどうかがまだ怖い",,2025/03/05 14:20,,,
1346714859705995337,mofu_mofu.o0,https://cdn.discordapp.com/avatars/1144844437130846208/9727207060f2c13d380b33b6a83c12a4.png,"やりたいです！！！
放置気味のママ垢でやります！！
ベビー用品で楽天アフィしたいです！

アカウントの現状(プロフや投稿)を詳しく共有したほうが、mimiさんもアドバイスしやすいですか…？",,2025/03/05 14:24,,,
1346716451146301483,mofu_mofu.o0,https://cdn.discordapp.com/avatars/1144844437130846208/9727207060f2c13d380b33b6a83c12a4.png,"【質問】
noteなしで、「投稿→アフィ」
だけでも良いですか…？
(noteもとなると時間取れなそうです😭)",,2025/03/05 14:30,,,
1346721584672538685,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"そうですね〜
実際の投稿内容とか見たほうがアドバイスはしやすいかも。

このチャンネルで質問したりスクショ送ってくれた分には見ます！
それは、他の人も参考にできるからです◎

「他の人には見せられないけどmimiちゃんだけに見てもらいたい…」ってのはナシにします😭分身したくなっちゃうので😭

わたしはこのために新しくママ垢作ったので公開できるんですが
アカウント公開したくない人もいるのでそこは任せることにします！",,2025/03/05 14:50,"やりたいです！！！
放置気味のママ垢でやります！！
ベビー用品で楽天アフィしたいです！

アカウントの現状(プロフや投稿)を詳しく共有したほうが、mimiさんもアドバイスしやすいですか…？",2025-03-05T05:24:03.306000+00:00,mofu_mofu.o0
1346721906182586390,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"note書くかどうかも強制じゃないのでやりたかったらでいいです☺️
でも、日記みたいに記録しておけばコンテンツになって稼ぐ系で出せるので
あくまでもおすすめはします☺️",,2025/03/05 14:52,"【質問】
noteなしで、「投稿→アフィ」
だけでも良いですか…？
(noteもとなると時間取れなそうです😭)",2025-03-05T05:30:22.735000+00:00,mofu_mofu.o0
1346722544140681236,mofu_mofu.o0,https://cdn.discordapp.com/avatars/1144844437130846208/9727207060f2c13d380b33b6a83c12a4.png,"畏まりました！！
アカウント公開もちろん大丈夫なのでシェアさせていただきます✊🏻",,2025/03/05 14:54,,,
1346722717365178409,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,ありがとうございます☺️,,2025/03/05 14:55,,,
1346730746978500619,kiki_mochimochi,https://cdn.discordapp.com/avatars/1293412412770222112/c0b56b3725ca3399ed2b6bdbf6cd6758.png,"やりたいです！というか、以前お話聞いた時に育児垢作りました✌（フッ軽
今育て中というか、万バズは出したので、ここからどうしたらええんや〜！の状態です💦よろしくお願いします！",,2025/03/05 15:27,,,
1346733115342852129,yururi0433_11761,https://cdn.discordapp.com/avatars/1318554502424432643/ca6cfd34101ee7d790c324c8ed5c49b5.png,"アフィ垢にしてるの育児垢なのでやりたいです！
全然アフィ決まらなくて悩んでました😭
お願いします😊",,2025/03/05 15:36,,,
1346733402509803540,sei064523,https://cdn.discordapp.com/avatars/1291400606094721177/e25af271ae95b7088c0053e1746fe906.png,"興味はあるんですけど…😂
みなさんの眺めて
ウホウホしときます☺️💓💓",,2025/03/05 15:37,,,
1346733816726945792,yururi0433_11761,https://cdn.discordapp.com/avatars/1318554502424432643/ca6cfd34101ee7d790c324c8ed5c49b5.png,mimiちゃんの別アカってどこかに書いてますか？,,2025/03/05 15:39,,,
1346736743256162414,Deleted User,https://cdn.discordapp.com/avatars/456226577798135808/null.png,"ミミちゃん、お疲れ様です！
楽天アフィすごいですね✨私は今は余裕ないのでがっつりはできないけど…しかも前挫折したけど…
やれそうなタイミングでまたチャレンジしてみたいです🐈

ちなみに5と0のつく日もポイントアップデーなので楽天は売上伸びますよ〜→スパセ・マラソン×5と0のつく日は最強です❤️‍🔥
という情報共有でした🫶",,2025/03/05 15:51,"メモ
・楽天スパセは3ヶ月に1回しかない。
・月に1-2回、楽天お買い物マラソンがあるけど
そこで同じように再現できるのか？（お買い得さ、お祭り度合いが違うので）
・楽天マラソンでもやってみないと安定は見込めないかも
・結構、商品探すのがめんどくさかったり
・アフィリンクにする作業がチマチマして時間かかったり…

・3日前から仕込み始めて作業時間は1-2時間くらい
・慣れてない方はもっとかかるかも💦

・他のママアカに投稿マネされてたけど、全然表示回数伸びてなかったから再現性があるかどうかがまだ怖い",2025-03-05T05:20:53.565000+00:00,mimichan_0
1346737715840028734,yukiniyago_10,https://cdn.discordapp.com/avatars/1326448107445157890/d7d615842595ef19e1ddaea3db164e0c.png,"みなさん、おつかれさまです！
まだまだThreads×noteで手一杯ですが、すごく興味があります😊 
ママ×美容のジャンルなら、やってて楽しそうだしやってみたいです✨ 
バズ投稿の勉強にもなりそうですね！",,2025/03/05 15:54,,,
1346738703191511073,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,まだ出してません！🥹,,2025/03/05 15:58,mimiちゃんの別アカってどこかに書いてますか？,2025-03-05T06:39:23.012000+00:00,yururi0433_11761
1346739019781767210,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,"情報共有ありがとうございます〜！
5.0とか、育児の日とかママ割とか…？色々ありますよね
調べてて頭パンクしました🤯笑",,2025/03/05 16:00,"ミミちゃん、お疲れ様です！
楽天アフィすごいですね✨私は今は余裕ないのでがっつりはできないけど…しかも前挫折したけど…
やれそうなタイミングでまたチャレンジしてみたいです🐈

ちなみに5と0のつく日もポイントアップデーなので楽天は売上伸びますよ〜→スパセ・マラソン×5と0のつく日は最強です❤️‍🔥
という情報共有でした🫶",2025-03-05T06:51:00.751000+00:00,Deleted User
1346739210664808478,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,ママ、美容もいいですね☺️,,2025/03/05 16:00,"みなさん、おつかれさまです！
まだまだThreads×noteで手一杯ですが、すごく興味があります😊 
ママ×美容のジャンルなら、やってて楽しそうだしやってみたいです✨ 
バズ投稿の勉強にもなりそうですね！",2025-03-05T06:54:52.633000+00:00,yukiniyago_10
1346739328201527316,mimichan_0,https://cdn.discordapp.com/avatars/1185122924584243230/ef75195fbdbb2b255f2a145cdc7b5f01.png,今日の夜にざっくりロードマップとアカウント共有します！,,2025/03/05 16:01,,,
